<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.01.01	00:00:00	95301.13	95317.91	95301.13	95317.91	840	0	30
2025.01.01	00:15:00	95317.93	95335.91	95317.93	95335.91	900	0	30
2025.01.01	00:30:00	95335.93	95353.91	95335.93	95353.91	900	0	30
2025.01.01	00:45:00	95353.93	95356.21	95275.12	95283.24	900	0	30
2025.01.01	01:00:00	95283.26	95301.24	95283.26	95301.24	900	0	30
2025.01.01	01:15:00	95301.26	95303.08	95240.52	95253.16	900	0	30
2025.01.01	01:30:00	95253.18	95257.70	95190.39	95197.67	900	0	30
2025.01.01	01:45:00	95197.69	95210.55	95134.45	95135.99	900	0	30
2025.01.01	02:00:00	95136.01	95143.49	95131.15	95141.63	900	0	30
2025.01.01	02:15:00	95141.65	95159.29	95115.83	95116.15	900	0	30
2025.01.01	02:30:00	95116.17	95134.15	95116.17	95134.15	900	0	30
2025.01.01	02:45:00	95134.17	95145.35	95121.87	95128.65	900	0	30
2025.01.01	03:00:00	95128.67	95146.65	95128.67	95146.65	900	0	30
2025.01.01	03:15:00	95146.67	95164.65	95146.67	95164.65	900	0	30
2025.01.01	03:30:00	95164.67	95182.65	95164.67	95182.65	900	0	30
2025.01.01	03:45:00	95182.67	95200.65	95182.67	95200.65	900	0	30
2025.01.01	04:00:00	95200.67	95204.35	95181.23	95195.51	900	0	30
2025.01.01	04:15:00	95195.53	95204.53	95170.36	95179.32	900	0	30
2025.01.01	04:30:00	95179.34	95192.12	95155.27	95160.45	900	0	30
2025.01.01	04:45:00	95160.47	95178.45	95160.47	95178.45	900	0	30
2025.01.01	05:00:00	95178.47	95196.45	95178.47	95196.45	900	0	30
2025.01.01	05:15:00	95196.47	95214.45	95196.47	95214.45	900	0	30
2025.01.01	05:30:00	95214.47	95232.45	95214.47	95232.45	900	0	30
2025.01.01	05:45:00	95232.47	95250.45	95232.47	95250.45	900	0	30
2025.01.01	06:00:00	95250.47	95255.61	95223.53	95225.73	900	0	30
2025.01.01	06:15:00	95225.75	95237.83	95208.20	95214.08	900	0	30
2025.01.01	06:30:00	95214.10	95216.12	95192.29	95208.23	900	0	30
2025.01.01	06:45:00	95208.25	95221.43	95193.52	95197.14	900	0	30
2025.01.01	07:00:00	95197.16	95204.32	95191.55	95202.35	900	0	30
2025.01.01	07:15:00	95202.37	95206.89	95183.84	95191.16	900	0	30
